ID	Sample	input	non-chimeric	Species	SpeciesID	Run	Ashley	Laura	sample_type	colony_tag	Colony	Replicate	PMA	Date_collected	Tank	Genotype	DNA_ext_date	DNA_ext_by	FWD	REV
Pd2.3A_FWD10	Pd2.3A	62013	41898	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	3	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Ashley	FWD10	REV15
Pd2.3B_FWD10	Pd2.3B	79091	56111	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	3	untreated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV16
Pd2.4A_FWD10	Pd2.4A	66652	43514	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	4	PMA-treated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV17
Pd2.4B_FWD10	Pd2.4B	53861	35340	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	4	untreated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV18
Pd2.5A_FWD10	Pd2.5A	39321	26244	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	5	PMA-treated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV19
Pd2.5B_FWD10	Pd2.5B	45136	29472	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	5	untreated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV20
Pd3.1A_FWD10	Pd3.1A	5239	3196	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	1	PMA-treated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD10	REV21
Pd3.1B_FWD10	Pd3.1B	31680	20052	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	1	untreated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD10	REV22
Pd3.2A_FWD10	Pd3.2A	13767	8268	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	2	PMA-treated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD10	REV23
Pd3.2B_FWD04	Pd3.2B	57575	32424	Platygyra daedalea	Pd	2	TRUE	FALSE	tissue	NA	3	2	untreated	16/06/2022	OHP1-SUMP	NA	14-Jul-22	Laura	FWD04	REV23
Pd3.2B_FWD10	Pd3.2B	8	3	Platygyra daedalea	Pd	1	FALSE	FALSE	tissue	NA	3	2	untreated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD10	REV24
Pd3.3A_FWD11	Pd3.3A	68799	44694	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	3	PMA-treated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD11	REV13
Pd3.3B_FWD11	Pd3.3B	27932	17232	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	3	untreated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD11	REV14
Pd3.4A_FWD11	Pd3.4A	60792	37118	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	4	PMA-treated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD11	REV15
Pd3.4B_FWD11	Pd3.4B	98586	65375	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	4	untreated	16/06/2022	OHP1-SUMP	C	14/07/2022	Laura	FWD11	REV16
Pd3.5A_FWD11	Pd3.5A	43115	26895	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	5	PMA-treated	16/06/2022	OHP1-SUMP	C	04/08/2022	Laura	FWD11	REV17
Pd3.5B_FWD11	Pd3.5B	78427	48224	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	3	5	untreated	16/06/2022	OHP1-SUMP	C	04/08/2022	Laura	FWD11	REV18
Pd4.1A_FWD11	Pd4.1A	16808	10510	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	1	PMA-treated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV19
Pd4.1B_FWD04	Pd4.1B	67845	36874	Platygyra daedalea	Pd	2	TRUE	FALSE	tissue	NA	4	1	untreated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD04	REV24
Pd4.1B_FWD11	Pd4.1B	10	3	Platygyra daedalea	Pd	1	FALSE	FALSE	tissue	NA	4	1	untreated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV20
Pd4.2A_FWD05	Pd4.2A	63281	32865	Platygyra daedalea	Pd	2	TRUE	FALSE	tissue	NA	4	2	PMA-treated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV13
Pd4.2A_FWD11	Pd4.2A	44	4	Platygyra daedalea	Pd	1	FALSE	FALSE	tissue	NA	4	2	PMA-treated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV21
Pd4.2B_FWD11	Pd4.2B	13162	8474	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	2	untreated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV22
Pd4.3A_FWD11	Pd4.3A	17510	10561	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	3	PMA-treated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV23
Pd4.3B_FWD05	Pd4.3B	47616	25051	Platygyra daedalea	Pd	2	TRUE	FALSE	tissue	NA	4	3	untreated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV14
Pd4.3B_FWD11	Pd4.3B	6	2	Platygyra daedalea	Pd	1	FALSE	FALSE	tissue	NA	4	3	untreated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD11	REV24
Pd4.4A_FWD05	Pd4.4A	47007	24147	Platygyra daedalea	Pd	2	TRUE	FALSE	tissue	NA	4	4	PMA-treated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV15
Pd4.4A_FWD12	Pd4.4A	73	52	Platygyra daedalea	Pd	1	FALSE	FALSE	tissue	NA	4	4	PMA-treated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD12	REV13
Pd4.4B_FWD12	Pd4.4B	39904	24306	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	4	untreated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD12	REV14
Pd4.5A_FWD12	Pd4.5A	81713	50407	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	5	PMA-treated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD12	REV15
Pd4.5B_FWD12	Pd4.5B	78773	52060	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	4	5	untreated	16/06/2022	OHP1-SUMP	D	04/08/2022	Laura	FWD12	REV16
Pd5.1A_FWD12	Pd5.1A	77025	47814	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	1	PMA-treated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV17
Pd5.1B_FWD12	Pd5.1B	73919	46133	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	1	untreated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV18
Pd5.2A_FWD05	Pd5.2A	3	0	Platygyra daedalea	Pd	2	FALSE	FALSE	tissue	NA	5	2	PMA-treated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV16
Pd5.2A_FWD12	Pd5.2A	72	45	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	2	PMA-treated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV19
Pd5.2B_FWD12	Pd5.2B	5049	3143	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	2	untreated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV20
Pd5.3A_FWD05	Pd5.3A	10	1	Platygyra daedalea	Pd	2	FALSE	FALSE	tissue	NA	5	3	PMA-treated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV17
Pd5.3A_FWD12	Pd5.3A	34	21	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	3	PMA-treated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV21
Pd5.3B_FWD05	Pd5.3B	2723	1414	Platygyra daedalea	Pd	2	FALSE	FALSE	tissue	NA	5	3	untreated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV18
Pd5.3B_FWD12	Pd5.3B	3508	2318	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	3	untreated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV22
Pd5.4A_FWD12	Pd5.4A	40231	24772	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	4	PMA-treated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV23
Pd5.4B_FWD05	Pd5.4B	5	1	Platygyra daedalea	Pd	2	FALSE	FALSE	tissue	NA	5	4	untreated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV19
Pd5.4B_FWD12	Pd5.4B	12	10	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	4	untreated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD12	REV24
Pd5.5A_FWD13	Pd5.5A	71931	43472	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	5	PMA-treated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD13	REV13
Pd5.5B_FWD05	Pd5.5B	7	1	Platygyra daedalea	Pd	2	FALSE	FALSE	tissue	NA	5	5	untreated	16/06/2022	OHP1-SUMP	NA	4-Aug-22	Laura	FWD05	REV20
Pd5.5B_FWD13	Pd5.5B	50	30	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	5	5	untreated	16/06/2022	OHP1-SUMP	E	04/08/2022	Laura	FWD13	REV14
Pl1.1A_FWD07	Pl1.1A	7888	5129	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	1	PMA-treated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV13
Pl1.1B_FWD07	Pl1.1B	7793	4969	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	1	untreated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV14
Pl1.2A_FWD07	Pl1.2A	21945	13783	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	2	PMA-treated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV15
Pl1.2B_FWD07	Pl1.2B	55289	35240	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	2	untreated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV16
Pl1.3A_FWD07	Pl1.3A	5426	3314	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	3	PMA-treated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV17
Pl1.3B_FWD05	Pl1.3B	16869	7497	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	1	3	untreated	16/06/2022	OHP1-SUMP	NA	6-Jul-22	Laura	FWD05	REV21
Pl1.3B_FWD07	Pl1.3B	3957	2527	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	1	3	untreated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV18
Pl1.4A_FWD07	Pl1.4A	16804	10565	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	4	PMA-treated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV19
Pl1.4B_FWD07	Pl1.4B	27689	17965	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	1	4	untreated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV20
Pl1.5A_FWD05	Pl1.5A	13934	6450	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	1	5	PMA-treated	16/06/2022	OHP1-SUMP	NA	6-Jul-22	Laura	FWD05	REV22
Pl1.5A_FWD07	Pl1.5A	3237	2049	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	1	5	PMA-treated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV21
Pl1.5B_FWD05	Pl1.5B	33509	16151	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	1	5	untreated	16/06/2022	OHP1-SUMP	NA	6-Jul-22	Laura	FWD05	REV23
Pl1.5B_FWD07	Pl1.5B	721	430	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	1	5	untreated	16/06/2022	OHP1-SUMP	A	06/07/2022	Laura	FWD07	REV22
Pl2.1A_FWD05	Pl2.1A	9664	4697	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	2	1	PMA-treated	16/06/2022	OHP1-SUMP	NA	7-Jul-22	Laura	FWD05	REV24
Pl2.1A_FWD07	Pl2.1A	1306	856	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	2	1	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD07	REV23
Pl2.1B_FWD06	Pl2.1B	1895	1022	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	2	1	untreated	16/06/2022	OHP1-SUMP	NA	7-Jul-22	Laura	FWD06	REV13
Pl2.1B_FWD07	Pl2.1B	49	22	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	2	1	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD07	REV24
Pl2.2A_FWD08	Pl2.2A	41743	28774	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	2	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV13
Pl2.2B_FWD08	Pl2.2B	14741	9826	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	2	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV14
Pl2.3A_FWD08	Pl2.3A	62505	41416	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	3	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV15
Pl2.3B_FWD08	Pl2.3B	59459	40489	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	3	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV16
Pl2.4A_FWD08	Pl2.4A	13022	8863	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	4	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV17
Pl2.4B_FWD08	Pl2.4B	7334	4735	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	4	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV18
Pl2.5A_FWD08	Pl2.5A	6848	4558	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	2	5	PMA-treated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV19
Pl2.5B_FWD06	Pl2.5B	11888	5703	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	2	5	untreated	16/06/2022	OHP1-SUMP	NA	7-Jul-22	Laura	FWD06	REV14
Pl2.5B_FWD08	Pl2.5B	8	1	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	2	5	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Laura	FWD08	REV20
Pl3.1A_FWD08	Pl3.1A	17455	11604	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	1	PMA-treated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD08	REV21
Pl3.1B_FWD08	Pl3.1B	31333	21383	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	1	untreated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD08	REV22
Pl3.2A_FWD08	Pl3.2A	60984	40365	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	2	PMA-treated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD08	REV23
Pl3.2B_FWD06	Pl3.2B	10770	5156	Porites lutea	Pl	2	TRUE	FALSE	tissue	NA	3	2	untreated	16/06/2022	OHP1-SUMP	NA	7-Jul-22	Laura	FWD06	REV15
Pl3.2B_FWD08	Pl3.2B	1332	859	Porites lutea	Pl	1	FALSE	FALSE	tissue	NA	3	2	untreated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD08	REV24
Pl3.3A_FWD14	Pl3.3A	80598	51831	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	3	PMA-treated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV13
Pl3.3B_FWD14	Pl3.3B	62191	38954	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	3	untreated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV14
Pl3.4A_FWD14	Pl3.4A	239452	146367	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	4	PMA-treated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV15
Pl3.4B_FWD14	Pl3.4B	74147	49323	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	4	untreated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV16
Pl3.5A_FWD14	Pl3.5A	24259	15461	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	5	PMA-treated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV17
Pl3.5B_FWD14	Pl3.5B	63485	39093	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	3	5	untreated	16/06/2022	OHP1-SUMP	C	07/07/2022	Laura	FWD14	REV18
Pl4.1A_FWD14	Pl4.1A	4263	2707	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	1	PMA-treated	16/06/2022	OHP1-SUMP	D	07/07/2022	Laura	FWD14	REV19
Pl4.1B_FWD14	Pl4.1B	5183	3312	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	1	untreated	16/06/2022	OHP1-SUMP	D	07/07/2022	Laura	FWD14	REV20
Pl4.2A_FWD14	Pl4.2A	59987	38993	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	2	PMA-treated	16/06/2022	OHP1-SUMP	D	07/07/2022	Laura	FWD14	REV21
Pl4.2B_FWD14	Pl4.2B	114527	73194	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	2	untreated	16/06/2022	OHP1-SUMP	D	07/07/2022	Laura	FWD14	REV22
Pl4.3A_FWD14	Pl4.3A	8237	5094	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	3	PMA-treated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD14	REV23
Pl4.3B_FWD14	Pl4.3B	926	573	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	3	untreated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD14	REV24
Pl4.4A_FWD15	Pl4.4A	2707	1865	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	4	PMA-treated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD15	REV13
Pl4.4B_FWD15	Pl4.4B	2867	1867	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	4	untreated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD15	REV14
Pl4.5A_FWD15	Pl4.5A	13652	8397	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	5	PMA-treated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD15	REV15
Pl4.5B_FWD15	Pl4.5B	17058	10761	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	4	5	untreated	16/06/2022	OHP1-SUMP	D	11/07/2022	Laura	FWD15	REV16
Pl5.1A_FWD15	Pl5.1A	35546	22103	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	1	PMA-treated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV17
Pl5.1B_FWD15	Pl5.1B	18908	11896	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	1	untreated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV18
Pl5.2A_FWD15	Pl5.2A	10061	6315	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	2	PMA-treated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV19
Pl5.2B_FWD15	Pl5.2B	19891	12089	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	2	untreated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV20
Pl5.3A_FWD15	Pl5.3A	12471	8000	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	3	PMA-treated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV21
Pl5.3B_FWD15	Pl5.3B	8384	5488	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	3	untreated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV22
Pl5.4A_FWD15	Pl5.4A	3584	1582	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	4	PMA-treated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV23
Pl5.4B_FWD15	Pl5.4B	5705	3604	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	4	untreated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD15	REV24
Pl5.5A_FWD16	Pl5.5A	19462	13157	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	5	PMA-treated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD16	REV13
Pl5.5B_FWD16	Pl5.5B	10060	6156	Porites lutea	Pl	1	TRUE	FALSE	tissue	NA	5	5	untreated	16/06/2022	OHP1-SUMP	E	11/07/2022	Laura	FWD16	REV14
Sk1.1_FWD02	Sk1.1	95903	43876	Acropora loripes	Al	2	FALSE	TRUE	skeleton	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV01
Sk1.2_FWD12	Sk1.2	6092	3039	Acropora loripes	Al	2	FALSE	TRUE	skeleton	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD12	REV05
Sk1.3_FWD02	Sk1.3	8955	4435	Acropora loripes	Al	2	FALSE	TRUE	skeleton	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV03
Sk1.4_FWD02	Sk1.4	3547	1912	Acropora loripes	Al	2	FALSE	TRUE	skeleton	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV04
Sk1.5_FWD02	Sk1.5	8242	4210	Acropora loripes	Al	2	FALSE	TRUE	skeleton	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV05
Sk2.1_FWD04	Sk2.1	2607	1276	Acropora loripes	Al	2	FALSE	TRUE	skeleton	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV01
Sk2.2_FWD04	Sk2.2	11842	5603	Acropora loripes	Al	2	FALSE	TRUE	skeleton	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV02
Sk2.3_FWD04	Sk2.3	3793	1896	Acropora loripes	Al	2	FALSE	TRUE	skeleton	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV03
Sk2.4_FWD04	Sk2.4	1	0	Acropora loripes	Al	2	FALSE	TRUE	skeleton	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV04
Sk2.5_FWD04	Sk2.5	1235	572	Acropora loripes	Al	2	FALSE	TRUE	skeleton	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV05
Sk3.1_FWD06	Sk3.1	302	136	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD06	REV12
Sk3.2_FWD06	Sk3.2	254	71	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD06	REV02
Sk3.3_FWD06	Sk3.3	2564	1207	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD06	REV03
Sk3.4_FWD06	Sk3.4	777	395	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD06	REV04
Sk3.5_FWD06	Sk3.5	360	152	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD06	REV05
Sk4.1_FWD08	Sk4.1	1358	643	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV06
Sk4.2_FWD08	Sk4.2	1648	818	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV07
Sk4.3_FWD08	Sk4.3	1774	722	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV08
Sk4.4_FWD08	Sk4.4	1428	649	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV09
Sk4.5_FWD08	Sk4.5	988	341	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV10
Sk5.1_FWD10	Sk5.1	943	373	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV06
Sk5.2_FWD10	Sk5.2	1491	677	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV07
Sk5.3_FWD10	Sk5.3	545	238	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV08
Sk5.4_FWD10	Sk5.4	174	72	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV09
Sk5.5_FWD10	Sk5.5	232	93	Acropora loripes	Al	2	FALSE	TRUE	skeleton	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV10
Sy1.1_FWD01	Sy1.1	489	190	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV06
Sy1.2_FWD01	Sy1.2	2	1	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV07
Sy1.3_FWD01	Sy1.3	12257	6356	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV08
